cohort,analysis,adjustment_set,state_definition,standardization,persistent,outcome,exposure,term,estimate,std_error,p_value,n,clusters,converged,covariates_used,estimand,death_handling,mortality_available,paired_intervals
mhas,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,-0.0011851017901962,0.0593241488653006,0.9840619452345682,21016,12632,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
mhas,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.3365336026482921,0.1153467625905758,0.0035275723274437,18660,11512,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
share,continuous_sustained_diagnosis,base,continuous,fixed,False,cognitive_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.0507051470133644,0.0275190238512638,0.0653949012275214,89822,51170,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
share,continuous_sustained_diagnosis,base,continuous,fixed,False,functional_worsening_fixed_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.1519352938140037,0.0365092703796283,3.1608947249499914e-05,98960,55705,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
share,continuous_sustained_diagnosis,base,continuous,wave,False,cognitive_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.1333364985886641,0.0277431109172042,1.5389370083254737e-06,89822,51170,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
share,continuous_sustained_diagnosis,base,continuous,wave,False,functional_worsening_wave_raw,cmm4_change_sustained_raw,cmm4_change_sustained_raw,0.15731744064415,0.0337807978274501,3.208382168316689e-06,98960,55705,True,,observed_interval_change_with_sustained_new_diagnosis,requires_observed_confirmation_and_is_survivor_selected,True,
charls,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0104943598132209,0.0240838232716072,0.6630231311516208,24875,11927,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.2941373221112137,0.0317193725654361,1.8079094417629975e-20,24875,11927,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0610821214968477,0.0252409608694617,0.0155222045796863,24875,11927,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.2957960061946655,0.036001450167747,2.1000969270550822e-16,24875,11927,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.2270999619380954,0.0552261757161644,3.919409295039594e-05,24875,11927,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,legacy,fixed,False,death,cmm4_start,cmm4_start,0.1866810752512866,0.0763270035800182,0.0144528577560531,25332,12116,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
elsa,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0324837179575198,0.0233743184281307,0.1646144370334332,38138,10969,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.3283044371485648,0.0301500418822895,1.3003061818677695e-27,38138,10969,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0013194202715643,0.0245074660356984,0.9570646461667304,38138,10969,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.3328334877976895,0.0329036754651537,4.7213609895541474e-24,38138,10969,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.2259365303865966,0.0587171173699557,0.0001191434835423,38138,10969,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0764517011707128,0.0119123120875225,1.381918372386584e-10,92321,23414,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.3405180553467009,0.019336128979075,2.0478734868384776e-69,92321,23414,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,0.0368153884206579,0.012197121613929,0.0025414099331355,92321,23414,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.301983262564541,0.0223871094270683,1.8115690346433955e-41,92321,23414,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.3619060899267831,0.0322744017313774,3.5042854313821474e-29,92321,23414,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,legacy,fixed,False,death,cmm4_start,cmm4_start,0.3356292261101345,0.0212306127196744,2.708314307132742e-56,94913,24045,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
klosa,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0278021504622136,0.0304049913591546,0.360509701513564,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.2414235479288961,0.0550531322906048,1.1583524896934696e-05,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0055459264036187,0.0315151168498454,0.8603122439831664,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.2418692613434967,0.0725937798479357,0.0008628066673224,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.2343691575765627,0.0782802728245234,0.0027536876324439,19688,7017,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,legacy,fixed,False,death,cmm4_start,cmm4_start,0.0811658994939752,0.0480782632638188,0.0913721429483755,20195,7184,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
mhas,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0291124313202833,0.0340580032121714,0.392667565544343,12772,8451,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.4356931253775224,0.0451081812514284,4.509000015814893e-22,12772,8451,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,-0.0522702483311773,0.0358042216810769,0.144320130337962,12772,8451,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.4059266835388624,0.0530302463436772,1.9387618060805613e-14,12772,8451,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.4707545566571987,0.0765329039685025,7.699170463165856e-10,12772,8451,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,legacy,fixed,False,death,cmm4_start,cmm4_start,0.3420758781401687,0.095337441493189,0.0003331554350377,13149,8713,True,depression,death_transition,validated_binary_death_endpoint,True,
share,transition_gee,mental_health,legacy,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.059147009402764,0.0152647510926805,0.0001067366558848,70776,42766,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,fixed,False,any_functional,cmm4_start,cmm4_start,0.3464420499780514,0.0251144491401461,2.7493466686446114e-43,70776,42766,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,fixed,False,cognitive_only,cmm4_start,cmm4_start,0.0225500536725411,0.0158266728652263,0.1542111825677633,70776,42766,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,fixed,False,functional_only,cmm4_start,cmm4_start,0.3308443463777434,0.0292160664491502,9.974865379892383e-30,70776,42766,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,fixed,False,joint,cmm4_start,cmm4_start,0.3439647573595707,0.0447238261985292,1.4614746344211366e-14,70776,42766,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,legacy,fixed,False,death,cmm4_start,cmm4_start,0.2499669348717563,0.0190805780972736,3.266845134391292e-39,74712,44930,True,"depression,psychiatric",death_transition,validated_binary_death_endpoint,True,
charls,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,-0.0104943598132211,0.0240838232716071,0.6630231311516137,49750,11927,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
charls,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.3046316819244348,0.0379048701779369,9.225824875214961e-16,49750,11927,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
elsa,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,0.0324837179575197,0.023374318428129,0.1646144370334038,76276,10969,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
elsa,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2958207191910452,0.0371848723300906,1.785464806610566e-15,76276,10969,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,False,
hrs,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,0.0764517011707125,0.0119123120875218,1.3819183723830622e-10,184642,23414,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
hrs,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2640663541759884,0.0216569276034972,3.3805931562048667e-34,184642,23414,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
klosa,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,0.0278021504622135,0.0304049913591542,0.360509701513558,39376,7017,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
klosa,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2136213974666818,0.057361003186802,0.0001959687327003,39376,7017,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
mhas,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,0.0291124313202831,0.0340580032121727,0.3926675655443656,25544,8451,True,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
mhas,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.4065806940572397,0.0546086722288953,9.668751613938707e-14,25544,8451,True,depression,survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
share,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,cmm4_start,0.0591470094027592,0.0152647510926816,0.0001067366558851,141552,42766,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
share,binary_domain_interaction,mental_health,legacy,fixed,False,any_domain,cmm4_start,"C(domain, Treatment(reference='cognitive'))[T.functional]:cmm4_start",0.2872950405752934,0.028252642806614,2.7329731903737707e-24,141552,42766,True,"depression,psychiatric",survivor_conditional_paired_domain_contrast,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0669095123102024,0.0256185201100079,0.0090076578106793,27649,12807,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.3116505532071921,0.0353590546992039,1.2088476190584094e-18,27649,12807,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0207405759455516,0.0236967905074377,0.3814388100996856,40800,11384,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.3088955459505373,0.030449986203494,3.5108098695184315e-24,40800,11384,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0851840093947071,0.0121110414309147,2.0129682079356968e-12,102747,24907,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.3006575084381209,0.0211021517811689,4.6317033229168706e-46,102747,24907,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0344810637147797,0.0313721004866177,0.2717246157808645,20903,7224,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.2522361805240831,0.062526296749642,5.481627810813535e-05,20903,7224,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0297314497418586,0.0345333809579055,0.3892666120083951,14279,9292,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.4225590221952097,0.0460963864800127,4.8700736209982664e-20,14279,9292,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,strict,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0551404522234808,0.0160026295274325,0.0005695570645776,76387,45534,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,strict,fixed,False,any_functional,cmm4_start,cmm4_start,0.3283988315808437,0.0232626642955898,2.984640642847598e-45,76387,45534,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0893230028974574,0.0323747212936651,0.0057972250388346,27648,12972,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.2722707391807847,0.0269450356142902,5.267168142048631e-24,27648,12972,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0290859330688025,0.0237414319627403,0.220532709106298,40575,11476,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.3270220788492448,0.0284966787423685,1.7456330083707644e-30,40575,11476,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0826258612191433,0.0145533077356583,1.3670735732114368e-08,110023,25771,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.2756263272886018,0.0154548153055779,3.825858746708846e-71,110023,25771,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0541636012671034,0.0360213452427007,0.1326707552427776,21105,7255,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.2160726281600179,0.0420265982164329,2.727997995854769e-07,21105,7255,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0361010880451749,0.0387707735814459,0.3517802168340134,15912,10170,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.3645901628433498,0.0326926589214832,6.997547506936698e-29,15912,10170,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.15,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0542580190771905,0.0188939803681494,0.0040825833527478,75513,45387,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
share,transition_gee,mental_health,matched_0.15,fixed,False,any_functional,cmm4_start,cmm4_start,0.2748691477302623,0.0160759076650096,1.5304862943803857e-65,75513,45387,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0812955970495688,0.030569528742859,0.0078287624502917,25237,12215,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0977546154765599,0.0308280429950137,0.0015193395484664,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,lifestyle,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0658929589204957,0.0645781994405794,0.3075581436864104,6145,4706,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,socioeconomic,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0429645379423553,0.0706528053079192,0.5431158296743351,5057,4073,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2692573649075732,0.0243470342432845,1.979772196922554e-28,25237,12215,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2307749924678283,0.0249052333024757,1.9303243419668643e-20,25179,12204,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,lifestyle,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3136542081984694,0.0533800448223743,4.20628130160653e-09,6145,4706,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
charls,transition_gee,socioeconomic,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2798605870558675,0.0585060619670301,1.723152147089428e-06,5057,4073,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
elsa,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0312387074808222,0.0232215399473366,0.1785454754577191,36540,10891,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0167379209274534,0.0232990086613019,0.4725129857612661,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3697721182528006,0.0265951094593818,6.009626461791367e-44,36540,10891,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
elsa,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.3329235062944355,0.0266873450903701,1.0226024365617552e-35,36508,10887,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,False,
hrs,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0834322018479953,0.0141590615447433,3.804072050263417e-09,98847,24279,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0674483048697006,0.0142368092585363,2.1626434740365853e-06,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,lifestyle,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0719761864799043,0.0163595818384117,1.0843317661073848e-05,78830,21631,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.327332128565126,0.0144612264797195,1.9536830182491427e-113,98847,24279,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2773245459189828,0.0146087967946854,2.339813019464321e-80,98829,24278,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
hrs,transition_gee,lifestyle,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2077101079700775,0.0170141291318305,2.8140022651068015e-34,78830,21631,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0408023490802473,0.0336149055873075,0.2248175537595009,19876,7023,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0273727086640823,0.0334512536908234,0.4131936237735129,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,lifestyle,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.0511677041069814,0.0346357456430367,0.1395927852202644,19605,6965,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,socioeconomic,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,0.051772517366759,0.0346384860169689,0.1350050239294334,19493,6949,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,base,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2286393260866504,0.0459917462233754,6.65012842302151e-07,19876,7023,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,mental_health,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2248902929427871,0.0454447847164673,7.473033339504803e-07,19829,7021,True,"depression,psychiatric",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,lifestyle,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2487706523811253,0.0469921866123301,1.1975283043118998e-07,19605,6965,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
klosa,transition_gee,socioeconomic,matched_0.20,fixed,False,any_functional,cmm4_start,cmm4_start,0.2486659712345986,0.0472310241449372,1.4027615722678166e-07,19493,6949,True,"depression,psychiatric,smoking,bmi,physical_activity,alcohol,wealth,marital",survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,base,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0185385269050141,0.0375501181879723,0.6215174340347609,14108,9298,True,,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
mhas,transition_gee,mental_health,matched_0.20,fixed,False,any_cognitive,cmm4_start,cmm4_start,-0.0357377474225433,0.037855836668627,0.3451448431031524,14107,9298,True,depression,survivor_conditional_domain_transition,observed_living_endpoint_survivor_conditional_model,True,
